Date,Open,High,Low,Close,Adj Close,Volume
2012-10-29,1901.829956,1905.219971,1884.770020,1891.520020,1891.520020,371800
2012-10-30,1894.050049,1913.520020,1893.750000,1899.579956,1899.579956,334200
2012-10-31,1912.829956,1918.400024,1909.079956,1912.060059,1912.060059,397200
2012-11-01,1903.569946,1904.989990,1887.560059,1898.439941,1898.439941,402400
2012-11-02,1920.550049,1921.979980,1915.109985,1918.719971,1918.719971,441200
2012-11-05,1905.459961,1914.380005,1903.319946,1908.219971,1908.219971,343400
2012-11-06,1911.829956,1928.170044,1908.489990,1928.170044,1928.170044,545800
2012-11-07,1933.790039,1937.550049,1916.810059,1937.550049,1937.550049,556800
2012-11-08,1912.640015,1918.689941,1905.619995,1914.410034,1914.410034,659600
2012-11-09,1893.089966,1907.569946,1879.060059,1904.410034,1904.410034,636200
2012-11-12,1899.300049,1903.810059,1892.680054,1900.869995,1900.869995,473200
2012-11-13,1904.189941,1904.969971,1881.849976,1889.699951,1889.699951,494800
2012-11-14,1891.449951,1895.479980,1880.609985,1894.040039,1894.040039,534000
2012-11-15,1870.290039,1875.489990,1859.790039,1870.719971,1870.719971,450800
2012-11-16,1865.810059,1872.689941,1856.810059,1860.829956,1860.829956,465000
2012-11-19,1869.760010,1884.109985,1869.229980,1878.099976,1878.099976,349400
2012-11-20,1896.579956,1897.560059,1886.339966,1890.180054,1890.180054,372400
2012-11-21,1895.719971,1899.599976,1878.250000,1884.040039,1884.040039,380800
2012-11-22,1894.660034,1903.270020,1893.180054,1899.500000,1899.500000,412800
2012-11-23,1901.729980,1911.329956,1894.579956,1911.329956,1911.329956,330000
2012-11-26,1918.010010,1918.109985,1905.949951,1908.510010,1908.510010,276800
2012-11-27,1917.140015,1930.239990,1913.969971,1925.199951,1925.199951,588200
2012-11-28,1916.310059,1916.760010,1906.199951,1912.780029,1912.780029,409000
2012-11-29,1922.859985,1935.099976,1922.510010,1934.849976,1934.849976,388800
2012-11-30,1932.709961,1941.839966,1927.979980,1932.900024,1932.900024,337200
2012-12-03,1937.280029,1944.750000,1933.670044,1940.020020,1940.020020,314800
2012-12-04,1932.660034,1938.280029,1928.089966,1935.180054,1935.180054,294800
2012-12-05,1933.449951,1949.699951,1930.150024,1947.040039,1947.040039,492600
2012-12-06,1948.550049,1955.069946,1946.030029,1949.619995,1949.619995,345400
2012-12-07,1953.170044,1963.060059,1952.829956,1957.449951,1957.449951,413400
2012-12-10,1965.709961,1970.189941,1955.390015,1957.420044,1957.420044,367600
2012-12-11,1962.520020,1965.680054,1956.750000,1964.619995,1964.619995,404800
2012-12-12,1972.329956,1975.439941,1966.910034,1975.439941,1975.439941,459800
2012-12-13,1976.180054,2002.780029,1976.180054,2002.770020,2002.770020,421400
2012-12-14,1989.420044,1999.650024,1985.189941,1995.040039,1995.040039,350400
2012-12-17,1993.180054,1999.380005,1981.130005,1983.069946,1983.069946,366600
2012-12-18,1990.719971,1993.089966,1979.219971,1993.089966,1993.089966,454200
2012-12-20,2002.109985,2006.079956,1991.810059,1999.500000,1999.500000,422000
2012-12-21,2004.609985,2004.670044,1976.089966,1980.420044,1980.420044,553600
2012-12-24,1984.180054,1985.569946,1977.000000,1981.819946,1981.819946,348200
2012-12-26,1992.099976,2000.920044,1982.250000,1982.250000,1982.250000,458000
2012-12-27,1979.459961,1987.910034,1971.530029,1987.349976,1987.349976,376000
2012-12-28,1984.839966,2002.670044,1984.839966,1997.050049,1997.050049,303000
2013-01-02,2013.739990,2033.660034,2012.300049,2031.099976,2031.099976,364000
2013-01-03,2041.239990,2042.479980,2018.489990,2019.410034,2019.410034,491000
2013-01-04,2017.880005,2018.630005,2001.530029,2011.939941,2011.939941,378800
2013-01-07,2012.150024,2014.000000,1996.469971,2011.250000,2011.250000,536200
2013-01-08,2003.219971,2009.989990,1997.910034,1997.939941,1997.939941,493800
2013-01-09,2001.979980,2007.719971,1989.479980,1991.810059,1991.810059,607600
2013-01-10,1993.869995,2008.469971,1988.040039,2006.800049,2006.800049,500800
2013-01-11,2017.380005,2017.920044,1984.160034,1996.670044,1996.670044,472600
2013-01-14,1993.819946,2007.040039,1989.239990,2007.040039,2007.040039,454800
2013-01-15,2006.890015,2016.369995,1983.739990,1983.739990,1983.739990,546200
2013-01-16,1988.439941,1996.459961,1970.010010,1977.449951,1977.449951,457600
2013-01-17,1983.670044,1986.339966,1964.619995,1974.270020,1974.270020,828800
2013-01-18,1987.650024,1988.469971,1976.719971,1987.849976,1987.849976,583400
2013-01-21,1987.959961,1991.979980,1972.640015,1986.859985,1986.859985,446600
2013-01-22,1986.579956,1999.349976,1981.880005,1996.520020,1996.520020,553400
2013-01-23,2003.369995,2008.060059,1980.410034,1980.410034,1980.410034,491400
2013-01-24,1970.849976,1980.030029,1960.750000,1964.479980,1964.479980,558400
2013-01-25,1966.400024,1966.829956,1934.890015,1946.689941,1946.689941,401800
2013-01-28,1940.329956,1943.489990,1930.369995,1939.709961,1939.709961,349400
2013-01-29,1946.109985,1958.880005,1944.810059,1955.959961,1955.959961,465000
2013-01-30,1961.920044,1967.290039,1950.670044,1964.430054,1964.430054,523200
2013-01-31,1960.780029,1965.920044,1954.530029,1961.939941,1961.939941,399600
2013-02-01,1964.750000,1966.540039,1942.439941,1957.790039,1957.790039,385800
2013-02-04,1968.949951,1969.130005,1952.829956,1953.209961,1953.209961,345400
2013-02-05,1936.920044,1944.000000,1928.750000,1938.180054,1938.180054,366600
2013-02-06,1943.329956,1944.439941,1935.439941,1936.189941,1936.189941,349200
2013-02-07,1939.420044,1946.670044,1931.099976,1931.770020,1931.770020,412200
2013-02-08,1930.000000,1955.859985,1929.810059,1950.900024,1950.900024,291200
2013-02-12,1958.459961,1958.650024,1943.630005,1945.790039,1945.790039,307400
2013-02-13,1952.859985,1976.069946,1950.579956,1976.069946,1976.069946,331000
2013-02-14,1977.420044,1986.140015,1972.800049,1979.609985,1979.609985,336000
2013-02-15,1981.060059,1982.760010,1976.119995,1981.180054,1981.180054,598800
2013-02-18,1979.420044,1985.410034,1973.650024,1981.910034,1981.910034,420600
2013-02-19,1981.959961,1990.089966,1979.849976,1985.829956,1985.829956,344200
2013-02-20,1997.040039,2024.640015,1995.310059,2024.640015,2024.640015,407800
2013-02-21,2014.500000,2021.239990,2010.910034,2015.219971,2015.219971,391200
2013-02-22,2007.339966,2029.439941,2006.589966,2018.890015,2018.890015,409200
2013-02-25,2022.510010,2022.770020,2008.780029,2009.520020,2009.520020,338200
2013-02-26,1993.119995,2005.859985,1991.959961,2000.010010,2000.010010,433400
2013-02-27,2008.939941,2014.959961,1999.650024,2004.040039,2004.040039,417000
2013-02-28,2019.050049,2030.849976,2016.150024,2026.489990,2026.489990,422000
2013-03-04,2028.550049,2029.319946,2011.089966,2013.150024,2013.150024,357400
2013-03-05,2022.410034,2031.650024,2016.599976,2016.609985,2016.609985,492000
2013-03-06,2033.170044,2033.890015,2016.650024,2020.739990,2020.739990,395400
2013-03-07,2018.630005,2018.630005,1998.290039,2004.400024,2004.400024,386400
2013-03-08,2001.969971,2007.369995,1994.250000,2006.010010,2006.010010,312000
2013-03-11,2000.569946,2006.300049,1982.380005,2003.349976,2003.349976,398200
2013-03-12,2006.839966,2007.439941,1990.170044,1993.339966,1993.339966,390200
2013-03-13,1994.790039,1999.729980,1988.189941,1999.729980,1999.729980,353000
2013-03-14,2000.069946,2002.130005,1978.569946,2002.130005,2002.130005,331000
2013-03-15,2009.709961,2009.709961,1985.910034,1986.500000,1986.500000,307400
2013-03-18,1974.709961,1982.920044,1968.180054,1968.180054,1968.180054,304200
2013-03-19,1978.410034,1989.459961,1973.229980,1978.560059,1978.560059,326800
2013-03-20,1969.189941,1978.170044,1959.400024,1959.410034,1959.410034,332800
2013-03-21,1969.300049,1973.260010,1950.819946,1950.819946,1950.819946,262800
2013-03-22,1949.030029,1956.329956,1946.050049,1948.709961,1948.709961,259600
2013-03-25,1968.849976,1981.750000,1968.140015,1977.670044,1977.670044,276200
2013-03-26,1976.810059,1990.229980,1975.599976,1983.699951,1983.699951,298800
2013-03-27,1991.910034,1996.560059,1973.719971,1993.439941,1993.439941,362600
2013-03-28,1989.699951,1995.310059,1985.449951,1993.520020,1993.520020,367600
2013-03-29,2007.119995,2013.209961,2003.959961,2004.890015,2004.890015,341600
2013-04-01,2009.939941,2010.150024,1994.540039,1995.989990,1995.989990,269200
2013-04-02,1996.810059,2001.780029,1973.270020,1986.150024,1986.150024,496200
2013-04-03,1990.709961,1992.400024,1972.020020,1983.219971,1983.219971,396400
2013-04-04,1963.390015,1965.189941,1938.890015,1959.449951,1959.449951,415400
2013-04-05,1948.329956,1952.099976,1916.770020,1927.229980,1927.229980,372600
2013-04-08,1927.040039,1933.949951,1918.689941,1918.689941,1918.689941,313400
2013-04-09,1918.130005,1934.739990,1901.959961,1920.739990,1920.739990,356600
2013-04-10,1933.729980,1939.189941,1923.430054,1935.579956,1935.579956,320200
2013-04-11,1944.530029,1949.800049,1926.540039,1949.800049,1949.800049,386600
2013-04-12,1954.219971,1956.209961,1919.900024,1924.229980,1924.229980,407400
2013-04-15,1916.060059,1927.719971,1907.349976,1920.449951,1920.449951,333000
2013-04-16,1900.180054,1926.650024,1896.689941,1922.209961,1922.209961,393000
2013-04-17,1934.609985,1934.819946,1910.780029,1923.839966,1923.839966,415200
2013-04-18,1916.550049,1919.530029,1900.050049,1900.060059,1900.060059,343400
2013-04-19,1899.349976,1910.239990,1888.300049,1906.750000,1906.750000,331200
2013-04-22,1903.969971,1926.310059,1901.979980,1926.310059,1926.310059,258800
2013-04-23,1924.430054,1924.790039,1908.770020,1918.630005,1918.630005,260400
2013-04-24,1931.060059,1939.349976,1921.030029,1935.310059,1935.310059,341200
2013-04-25,1937.880005,1951.660034,1935.810059,1951.599976,1951.599976,335000
2013-04-26,1949.920044,1951.859985,1942.369995,1944.560059,1944.560059,280200
2013-04-29,1948.869995,1948.969971,1934.680054,1940.699951,1940.699951,266000
2013-04-30,1947.069946,1967.060059,1946.989990,1963.949951,1963.949951,403000
2013-05-02,1961.670044,1966.680054,1954.280029,1957.209961,1957.209961,349600
2013-05-03,1967.880005,1968.040039,1953.400024,1965.709961,1965.709961,312600
2013-05-06,1977.439941,1983.640015,1960.140015,1961.479980,1961.479980,295000
2013-05-07,1962.280029,1962.869995,1951.270020,1954.349976,1954.349976,299800
2013-05-08,1961.729980,1964.079956,1952.380005,1956.449951,1956.449951,338000
2013-05-09,1963.609985,1982.319946,1961.500000,1979.449951,1979.449951,332600
2013-05-10,1975.479980,1975.479980,1944.750000,1944.750000,1944.750000,283800
2013-05-13,1936.859985,1948.699951,1935.569946,1948.699951,1948.699951,251600
2013-05-14,1954.390015,1972.500000,1954.130005,1968.829956,1968.829956,328400
2013-05-15,1971.959961,1972.439941,1963.520020,1971.260010,1971.260010,247000
2013-05-16,1980.030029,1991.979980,1980.030029,1986.810059,1986.810059,322200
2013-05-20,1990.359985,1991.270020,1982.430054,1982.430054,1982.430054,274400
2013-05-21,1994.020020,1995.099976,1976.170044,1981.089966,1981.089966,245800
2013-05-22,1991.760010,1998.699951,1987.229980,1993.829956,1993.829956,326400
2013-05-23,1985.910034,1991.349976,1969.189941,1969.189941,1969.189941,343000
2013-05-24,1979.349976,1979.930054,1961.589966,1973.449951,1973.449951,273600
2013-05-27,1974.589966,1984.130005,1971.530029,1979.969971,1979.969971,256000
2013-05-28,1983.579956,1991.199951,1978.890015,1986.219971,1986.219971,311400
2013-05-29,1993.689941,2009.430054,1992.680054,2001.199951,2001.199951,362600
2013-05-30,1999.829956,2008.229980,1997.839966,2000.099976,2000.099976,435600
2013-05-31,2009.250000,2013.290039,2000.819946,2001.050049,2001.050049,397600
2013-06-03,1993.109985,2000.560059,1989.510010,1989.569946,1989.569946,333600
2013-06-04,1998.380005,1999.729980,1979.420044,1989.510010,1989.510010,334800
2013-06-05,1988.939941,1989.290039,1959.189941,1959.189941,1959.189941,340600
2013-06-07,1953.829956,1954.819946,1923.839966,1923.849976,1923.849976,341200
2013-06-10,1927.189941,1934.920044,1923.589966,1932.699951,1932.699951,271800
2013-06-11,1933.099976,1933.339966,1910.050049,1920.680054,1920.680054,288200
2013-06-12,1913.599976,1921.540039,1907.290039,1909.910034,1909.910034,253400
2013-06-13,1905.099976,1911.040039,1881.239990,1882.729980,1882.729980,306400
2013-06-14,1895.770020,1896.599976,1881.500000,1889.239990,1889.239990,279200
2013-06-17,1889.449951,1897.699951,1878.400024,1883.099976,1883.099976,264400
2013-06-18,1887.719971,1900.630005,1872.699951,1900.619995,1900.619995,278600
2013-06-19,1899.500000,1899.500000,1883.410034,1888.310059,1888.310059,279800
2013-06-20,1864.369995,1873.180054,1844.410034,1850.489990,1850.489990,355800
2013-06-21,1806.400024,1823.989990,1806.020020,1822.829956,1822.829956,290400
2013-06-24,1821.219971,1821.219971,1798.979980,1799.010010,1799.010010,221000
2013-06-25,1790.329956,1807.619995,1770.530029,1780.630005,1780.630005,332200
2013-06-26,1799.739990,1799.739990,1772.489990,1783.449951,1783.449951,297000
2013-06-27,1809.550049,1839.520020,1809.400024,1834.699951,1834.699951,286200
2013-06-28,1844.599976,1864.089966,1844.599976,1863.319946,1863.319946,251000
2013-07-01,1851.569946,1866.630005,1850.030029,1855.729980,1855.729980,220800
2013-07-02,1861.260010,1867.180054,1850.290039,1855.020020,1855.020020,483200
2013-07-03,1854.290039,1860.459961,1823.099976,1824.660034,1824.660034,405800
2013-07-04,1830.489990,1840.380005,1825.619995,1839.140015,1839.140015,313000
2013-07-05,1848.969971,1857.390015,1828.750000,1833.310059,1833.310059,285600
2013-07-08,1830.810059,1840.569946,1809.719971,1816.849976,1816.849976,303600
2013-07-09,1828.630005,1831.349976,1815.030029,1830.349976,1830.349976,258000
2013-07-10,1835.939941,1836.910034,1818.939941,1824.160034,1824.160034,268000
2013-07-11,1840.339966,1877.599976,1840.339966,1877.599976,1877.599976,331400
2013-07-12,1873.660034,1873.660034,1863.400024,1869.979980,1869.979980,266000
2013-07-15,1870.260010,1877.459961,1847.819946,1875.160034,1875.160034,330000
2013-07-16,1875.530029,1875.680054,1860.369995,1866.359985,1866.359985,303400
2013-07-17,1871.290039,1894.699951,1856.550049,1887.489990,1887.489990,383000
2013-07-18,1883.069946,1885.010010,1870.780029,1875.479980,1875.479980,380200
2013-07-19,1880.439941,1881.400024,1861.430054,1871.410034,1871.410034,319600
2013-07-22,1880.810059,1894.410034,1873.170044,1880.349976,1880.349976,357000
2013-07-23,1890.550049,1904.150024,1885.569946,1904.150024,1904.150024,352400
2013-07-24,1904.069946,1914.410034,1901.150024,1912.079956,1912.079956,322200
2013-07-25,1906.569946,1913.910034,1904.439941,1909.609985,1909.609985,312000
2013-07-26,1912.050049,1915.969971,1902.469971,1910.810059,1910.810059,320200
2013-07-29,1908.660034,1912.569946,1899.020020,1899.890015,1899.890015,337600
2013-07-30,1901.880005,1917.109985,1900.540039,1917.050049,1917.050049,366900
2013-07-31,1915.469971,1920.599976,1910.819946,1914.030029,1914.030029,384100
2013-08-01,1916.560059,1925.319946,1906.739990,1920.739990,1920.739990,336100
2013-08-02,1936.260010,1939.280029,1920.979980,1923.380005,1923.380005,298200
2013-08-05,1920.829956,1925.599976,1915.689941,1916.219971,1916.219971,234000
2013-08-06,1914.060059,1914.060059,1895.869995,1906.619995,1906.619995,294600
2013-08-07,1892.469971,1895.500000,1878.329956,1878.329956,1878.329956,312400
2013-08-08,1884.579956,1896.069946,1879.130005,1883.969971,1883.969971,338200
2013-08-09,1884.569946,1888.790039,1876.069946,1880.709961,1880.709961,283500
2013-08-12,1878.500000,1894.420044,1878.329956,1884.829956,1884.829956,297500
2013-08-13,1893.420044,1913.030029,1890.780029,1913.030029,1913.030029,362600
2013-08-14,1912.589966,1925.099976,1908.920044,1923.910034,1923.910034,363300
2013-08-16,1903.719971,1927.589966,1901.699951,1920.109985,1920.109985,348500
2013-08-19,1917.319946,1918.709961,1909.800049,1917.640015,1917.640015,302100
2013-08-20,1910.300049,1923.420044,1885.930054,1887.849976,1887.849976,350400
2013-08-21,1891.010010,1894.739990,1863.599976,1867.459961,1867.459961,411200
2013-08-22,1847.939941,1858.500000,1838.520020,1849.119995,1849.119995,425900
2013-08-23,1861.579956,1876.140015,1854.670044,1870.160034,1870.160034,375000
2013-08-26,1876.589966,1890.380005,1876.589966,1887.859985,1887.859985,316300
2013-08-27,1883.709961,1896.630005,1881.439941,1885.839966,1885.839966,409300
2013-08-28,1862.510010,1885.349976,1861.560059,1884.520020,1884.520020,378300
2013-08-29,1892.030029,1914.900024,1891.589966,1907.540039,1907.540039,301700
2013-08-30,1918.910034,1926.369995,1910.369995,1926.359985,1926.359985,301000
2013-09-02,1925.319946,1932.459961,1921.010010,1924.810059,1924.810059,244000
2013-09-03,1934.239990,1940.989990,1928.089966,1933.739990,1933.739990,300100
2013-09-04,1929.599976,1938.260010,1921.930054,1933.030029,1933.030029,284200
2013-09-05,1943.660034,1954.209961,1937.819946,1951.650024,1951.650024,286700
2013-09-06,1954.109985,1962.150024,1949.010010,1955.310059,1955.310059,325000
2013-09-09,1964.089966,1974.670044,1962.619995,1974.670044,1974.670044,270700
2013-09-10,1978.079956,1994.060059,1974.589966,1994.060059,1994.060059,264300
2013-09-11,1995.959961,2003.849976,1987.400024,2003.849976,2003.849976,299400
2013-09-12,2004.670044,2017.479980,1995.160034,2004.060059,2004.060059,359300
2013-09-13,1994.949951,2004.869995,1992.260010,1994.319946,1994.319946,254000
2013-09-16,2011.689941,2018.020020,2004.449951,2013.369995,2013.369995,248500
2013-09-17,2009.310059,2009.310059,1994.310059,2005.579956,2005.579956,264700
2013-09-23,2000.719971,2015.180054,1994.770020,2009.410034,2009.410034,249500
2013-09-24,2001.510010,2011.109985,1990.359985,2007.099976,2007.099976,309400
2013-09-25,2004.530029,2006.880005,1988.869995,1998.060059,1998.060059,294800
2013-09-26,1992.099976,2007.319946,1991.099976,2007.319946,2007.319946,255600
2013-09-27,2012.260010,2016.339966,2008.250000,2011.800049,2011.800049,282300
2013-09-30,2002.020020,2005.410034,1994.219971,1996.959961,1996.959961,292800
2013-10-01,1997.619995,2012.520020,1991.219971,1998.869995,1998.869995,281300
2013-10-02,2012.069946,2012.819946,1999.020020,1999.469971,1999.469971,238300
2013-10-04,1999.920044,2004.650024,1985.630005,1996.979980,1996.979980,241100
2013-10-07,1997.170044,2002.609985,1991.020020,1994.420044,1994.420044,249800
2013-10-08,1987.969971,2002.780029,1981.209961,2002.760010,2002.760010,329600
2013-10-10,2000.910034,2010.000000,1997.660034,2001.400024,2001.400024,222700
2013-10-11,2018.010010,2028.109985,2012.660034,2024.900024,2024.900024,254300
2013-10-14,2026.069946,2026.790039,2019.650024,2020.270020,2020.270020,220700
2013-10-15,2034.689941,2045.500000,2033.839966,2040.959961,2040.959961,233600
2013-10-16,2040.030029,2049.500000,2033.750000,2034.609985,2034.609985,267500
2013-10-17,2051.189941,2052.439941,2035.959961,2040.609985,2040.609985,306900
2013-10-18,2046.560059,2052.399902,2041.359985,2052.399902,2052.399902,257600
2013-10-21,2054.159912,2060.179932,2047.829956,2053.010010,2053.010010,281900
2013-10-22,2051.010010,2056.120117,2045.449951,2056.120117,2056.120117,378800
2013-10-23,2062.810059,2063.280029,2035.750000,2035.750000,2035.750000,368000
2013-10-24,2034.959961,2046.689941,2027.930054,2046.689941,2046.689941,254900
2013-10-25,2047.459961,2047.459961,2023.819946,2034.390015,2034.390015,234800
2013-10-28,2037.280029,2048.139893,2030.900024,2048.139893,2048.139893,257500
2013-10-29,2046.670044,2053.780029,2039.459961,2051.760010,2051.760010,307700
2013-10-30,2055.000000,2059.580078,2043.930054,2059.580078,2059.580078,263400
2013-10-31,2050.959961,2055.590088,2030.089966,2030.089966,2030.089966,254500
2013-11-01,2037.250000,2041.229980,2030.569946,2039.420044,2039.420044,294200
2013-11-04,2035.079956,2035.839966,2022.910034,2025.170044,2025.170044,235200
2013-11-05,2027.619995,2029.599976,2010.199951,2013.930054,2013.930054,257800
2013-11-06,2015.319946,2023.520020,2011.410034,2013.670044,2013.670044,273700
2013-11-07,2014.849976,2017.550049,2000.599976,2004.040039,2004.040039,310900
2013-11-08,1987.209961,1998.589966,1984.859985,1984.869995,1984.869995,287300
2013-11-11,1995.859985,1995.859985,1973.050049,1977.300049,1977.300049,286200
2013-11-12,1983.939941,2000.410034,1983.890015,1995.479980,1995.479980,247400
2013-11-13,1993.160034,1993.160034,1963.560059,1963.560059,1963.560059,251500
2013-11-14,1980.199951,1981.890015,1963.420044,1967.560059,1967.560059,323100
2013-11-15,1980.989990,2006.310059,1980.989990,2005.640015,2005.640015,264700
2013-11-18,2014.239990,2018.170044,2009.760010,2010.810059,2010.810059,314000
2013-11-19,2009.949951,2033.910034,2009.469971,2031.640015,2031.640015,402800
2013-11-20,2028.339966,2029.609985,2010.739990,2017.239990,2017.239990,334800
2013-11-21,2013.709961,2013.709961,1985.650024,1993.780029,1993.780029,292700
2013-11-22,2002.150024,2011.199951,1992.479980,2006.229980,2006.229980,351000
2013-11-25,2020.000000,2031.109985,2015.979980,2015.979980,2015.979980,295500
2013-11-26,2008.189941,2022.660034,1998.900024,2022.640015,2022.640015,275300
2013-11-27,2016.280029,2028.810059,2010.839966,2028.810059,2028.810059,284100
2013-11-28,2039.729980,2047.660034,2037.729980,2045.770020,2045.770020,276300
2013-11-29,2044.849976,2050.699951,2038.459961,2044.869995,2044.869995,245400
2013-12-02,2050.449951,2052.879883,2029.099976,2030.780029,2030.780029,229700
2013-12-03,2023.619995,2028.069946,2008.550049,2009.359985,2009.359985,294900
2013-12-04,1998.689941,2006.709961,1986.800049,1986.800049,1986.800049,230300
2013-12-05,1993.729980,1994.319946,1971.439941,1984.770020,1984.770020,217700
2013-12-06,1982.989990,1990.550049,1980.400024,1980.410034,1980.410034,201900
2013-12-09,2000.520020,2003.969971,1997.579956,2000.380005,2000.380005,230300
2013-12-10,2000.030029,2001.329956,1989.410034,1993.449951,1993.449951,201000
2013-12-11,1987.219971,2000.150024,1972.869995,1977.969971,1977.969971,231400
2013-12-12,1966.439941,1970.510010,1958.989990,1967.930054,1967.930054,255100
2013-12-13,1963.040039,1963.810059,1947.439941,1962.910034,1962.910034,234100
2013-12-16,1960.599976,1970.250000,1956.630005,1961.150024,1961.150024,213500
2013-12-17,1977.939941,1979.619995,1962.219971,1965.739990,1965.739990,253900
2013-12-18,1971.849976,1982.420044,1966.180054,1974.630005,1974.630005,258700
2013-12-19,1996.790039,1997.020020,1969.949951,1975.650024,1975.650024,255800
2013-12-20,1973.119995,1984.439941,1972.589966,1983.349976,1983.349976,247100
2013-12-23,1993.449951,2000.069946,1989.000000,1996.890015,1996.890015,223000
2013-12-24,2000.239990,2007.339966,1994.339966,2001.589966,2001.589966,214700
2013-12-26,2004.250000,2009.959961,1997.339966,1999.300049,1999.300049,230500
2013-12-27,1994.050049,2004.550049,1987.579956,2002.280029,2002.280029,207800
2013-12-30,2004.319946,2011.339966,1998.609985,2011.339966,2011.339966,172200
2014-01-02,2013.109985,2013.890015,1967.189941,1967.189941,1967.189941,207800
2014-01-03,1963.719971,1964.630005,1936.150024,1946.140015,1946.140015,188500
2014-01-06,1947.619995,1961.849976,1943.739990,1953.280029,1953.280029,193600
2014-01-07,1947.650024,1965.739990,1947.079956,1959.439941,1959.439941,193000
2014-01-08,1965.500000,1966.949951,1950.020020,1958.959961,1958.959961,217100
2014-01-09,1962.300049,1964.589966,1946.109985,1946.109985,1946.109985,276400
2014-01-10,1949.530029,1956.969971,1931.160034,1938.540039,1938.540039,263000
2014-01-13,1947.380005,1954.069946,1942.829956,1948.920044,1948.920044,267900
2014-01-14,1942.790039,1961.729980,1939.310059,1946.069946,1946.069946,244100
2014-01-15,1956.430054,1956.839966,1945.869995,1953.280029,1953.280029,250900
2014-01-16,1957.910034,1965.270020,1955.790039,1957.319946,1957.319946,379600
2014-01-17,1958.500000,1962.640015,1943.130005,1944.479980,1944.479980,260900
2014-01-20,1945.989990,1955.280029,1934.380005,1953.780029,1953.780029,0
2014-01-21,1955.260010,1965.430054,1949.560059,1963.890015,1963.890015,289300
2014-01-22,1960.459961,1970.420044,1959.569946,1970.420044,1970.420044,243900
2014-01-23,1968.770020,1969.040039,1947.010010,1947.589966,1947.589966,229400
2014-01-24,1941.550049,1947.010010,1924.489990,1940.560059,1940.560059,279200
2014-01-27,1905.910034,1918.680054,1899.760010,1910.339966,1910.339966,340400
2014-01-28,1907.180054,1919.260010,1904.050049,1916.930054,1916.930054,270500
2014-01-29,1925.930054,1941.709961,1925.520020,1941.150024,1941.150024,219900
2014-02-03,1930.089966,1931.810059,1917.640015,1919.959961,1919.959961,229600
2014-02-04,1894.959961,1898.079956,1885.530029,1886.849976,1886.849976,251000
2014-02-05,1897.949951,1901.400024,1888.469971,1891.319946,1891.319946,244000
2014-02-06,1897.349976,1910.910034,1897.349976,1907.890015,1907.890015,259400
2014-02-07,1922.449951,1923.250000,1910.900024,1922.500000,1922.500000,273000
2014-02-10,1928.130005,1928.390015,1916.400024,1923.300049,1923.300049,208000
2014-02-11,1924.449951,1935.290039,1920.550049,1932.060059,1932.060059,226400
2014-02-12,1942.229980,1942.229980,1933.540039,1935.839966,1935.839966,225400
2014-02-13,1936.619995,1944.729980,1924.390015,1926.959961,1926.959961,187900
2014-02-14,1930.140015,1946.810059,1930.140015,1940.280029,1940.280029,216600
2014-02-17,1951.739990,1955.040039,1942.939941,1946.359985,1946.359985,215500
2014-02-18,1946.880005,1951.060059,1935.599976,1946.910034,1946.910034,200400
2014-02-19,1944.699951,1944.699951,1932.439941,1942.930054,1942.930054,213600
2014-02-20,1932.900024,1941.130005,1927.530029,1930.569946,1930.569946,232300
2014-02-21,1948.030029,1957.829956,1946.680054,1957.829956,1957.829956,216300
2014-02-24,1958.060059,1961.410034,1943.859985,1949.050049,1949.050049,193800
2014-02-25,1958.300049,1964.859985,1955.699951,1964.859985,1964.859985,226000
2014-02-26,1963.449951,1973.880005,1955.920044,1970.770020,1970.770020,209100
2014-02-27,1969.849976,1980.369995,1965.699951,1978.430054,1978.430054,201100
2014-02-28,1976.479980,1981.150024,1972.650024,1979.989990,1979.989990,252800
2014-03-03,1967.900024,1969.160034,1955.109985,1964.689941,1964.689941,222600
2014-03-04,1954.579956,1963.560059,1952.609985,1954.109985,1954.109985,200400
2014-03-05,1973.280029,1977.300049,1970.280029,1971.239990,1971.239990,197700
2014-03-06,1973.670044,1975.619995,1968.170044,1975.619995,1975.619995,193700
2014-03-07,1979.699951,1983.530029,1968.660034,1974.680054,1974.680054,231600
2014-03-10,1967.630005,1967.660034,1951.959961,1954.420044,1954.420044,214900
2014-03-11,1957.219971,1963.869995,1951.199951,1963.869995,1963.869995,247500
2014-03-12,1957.670044,1958.089966,1930.479980,1932.540039,1932.540039,329900
2014-03-13,1940.349976,1946.280029,1931.750000,1934.380005,1934.380005,259600
2014-03-14,1916.069946,1927.890015,1913.640015,1919.900024,1919.900024,254000
2014-03-17,1921.150024,1928.430054,1919.609985,1927.530029,1927.530029,214900
2014-03-18,1941.119995,1946.140015,1931.829956,1940.209961,1940.209961,274300
2014-03-19,1947.339966,1948.150024,1935.270020,1937.680054,1937.680054,0
2014-03-20,1934.150024,1934.630005,1919.369995,1919.520020,1919.520020,220600
2014-03-21,1930.239990,1935.180054,1927.849976,1934.939941,1934.939941,252900
2014-03-24,1937.060059,1950.540039,1937.060059,1945.550049,1945.550049,228300
2014-03-25,1940.900024,1946.089966,1936.619995,1941.250000,1941.250000,225200
2014-03-26,1954.599976,1965.439941,1953.689941,1964.310059,1964.310059,248900
2014-03-27,1963.660034,1979.699951,1963.099976,1977.969971,1977.969971,218100
